NCBI_RefSeq	Heme	ENV	checkm_completeness	checkm_contamination	checkm_marker_set_count	coding_density	gc_percentage	genome_size	Phylum	Class	Order	Family	Genus	Species
GCA_012729815	0.80	anaerobic digester	97.62	3.15	88	90.89880007	64.0034673	5468235	Planctomycetota	Phycisphaerae	JAAYCJ01	JAAYCJ01	JAAYCJ01	JAAYCJ01 sp012729815
GCA_012729855	0.20	anaerobic digester	96.37	0.68	147	85.52692096	60.35570458	2585179	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	JAAYCI01	JAAYCI01 sp012729855
GCA_012735585	0.20	anaerobic digester	97.55	1.52	143	88.74816357	33.10778712	3001750	Firmicutes_A	Clostridia	Tissierellales	Tissierellaceae	JAAYTL01	JAAYTL01 sp012735585
GCA_012744295	0.20	anaerobic digester	99.18	2.1	167	91.35175445	49.81987864	1735219	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	JAAYIB01	JAAYIB01 sp012744295
GCA_012744375	0.20	anaerobic digester	97.53	1.69	89	90.76615553	36.23394543	1129118	Firmicutes	Bacilli	RFN20	CAG-826	RUG14515	RUG14515 sp012744375
GCA_012744395	1.00	anaerobic digester	98.85	1.25	87	86.19105339	66.01542056	6173447	Planctomycetota	Planctomycetes	Pirellulales	Thermoguttaceae	JAAYCB01	JAAYCB01 sp012744395
GCA_012797725	0.63	anaerobic digester	83.91	2.43	119	85.820535	41.97759996	3022138	Bdellovibrionota_C	UBA2361	UBA2361	UBA2361	JAAZON01	JAAZON01 sp012797725
GCA_012798145	0.20	anaerobic digester	83.93	1.88	117	93.05448489	38.8113722	2110585	Acidobacteriota	UBA4820	UBA4820	UBA4820	JAAZNT01	JAAZNT01 sp012798145
GCA_012798435	0.30	anaerobic digester	89.98	0.99	155	92.49910708	68.1215817	5045266	Myxococcota	B64-G9	B64-G9	B64-G9	JAAZNF01	JAAZNF01 sp012798435
GCA_012799635	0.20	anaerobic digester	85.96	0	89	90.52695373	26.86836185	1146780	Firmicutes	Bacilli	RF39	UBA660	CAG-460	CAG-460 sp012799635
GCA_012799725	0.20	anaerobic digester	89.83	0.71	148	85.34815756	49.98197826	3254403	Verrucomicrobiota	Lentisphaeria	UBA1407	UBA1407	JAAZIY01	JAAZIY01 sp012799725
GCA_012799825	0.40	anaerobic digester	87.23	1.65	141	84.81742975	47.12044332	2310946	Firmicutes_A	Clostridia	Saccharofermentanales	DTU023	UBA4923	UBA4923 sp012799825
GCA_012837395	0.20	anaerobic digester	94.67	0.12	75	92.59486312	28.01551932	962413	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma_A	Acholeplasma_A sp012837395
GCA_012837435	0.20	anaerobic digester	97.75	0	89	91.38430444	36.29565176	1125121	Firmicutes	Bacilli	RFN20	CAG-826	RUG14515	RUG14515 sp012837435
GCA_012837565	0.30	anaerobic digester	94.27	4.57	186	89.7124421	33.96748863	2127502	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA10566	UBA10566 sp012837565
GCA_012837705	0.70	anaerobic digester	93.86	1.77	118	88.52939222	50.51628471	2407780	Firmicutes_G	UBA4882	UBA10575	UBA10575	UBA11021	UBA11021 sp012837705
GCA_012837765	0.20	anaerobic digester	91.69	1.28	89	90.50358324	28.27814365	1005653	Firmicutes	Bacilli	RF39	UBA660	UBA5348	UBA5348 sp012837765
GCA_012837825	0.20	anaerobic digester	95.91	0.91	110	89.38879848	36.0225773	1560860	Actinobacteriota	UBA1414	UBA1414	UBA1414	UBA1414	UBA1414 sp012837825
GCA_012837835	0.20	anaerobic digester	95.19	0.96	104	90.595579	42.08264664	2087901	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	DTU024	DTU024 sp012837835
GCA_012838065	0.20	anaerobic digester	97.33	0	75	92.89356119	32.38955856	1182097	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	DUPY01	DUPY01 sp012838065
GCA_012838125	0.30	anaerobic digester	96.98	1.34	149	87.69676075	56.99689652	2004846	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Sporobacter	Sporobacter sp012838125
GCA_012838395	0.20	anaerobic digester	91.01	0	89	90.68069666	28.21891582	802281	Firmicutes	Bacilli	RF39	UBA660	DUPI01	DUPI01 sp012838395
GCA_012838445	1.00	anaerobic digester	95.59	3.3	185	91.92569962	69.55490146	3384801	Actinobacteriota	Actinomycetia	Actinomycetales	Dermatophilaceae	F2B08	F2B08 sp012838445
GCA_012838515	0.20	anaerobic digester	94.92	1.91	118	91.10858603	41.10296245	2160545	Firmicutes_G	Limnochordia	DTU010	DTU010	DUPA01	DUPA01 sp012838515
GCA_012838635	0.20	anaerobic digester	98.56	0	75	93.22081959	30.47079484	1040347	Firmicutes	Bacilli	ML615J-28	CAG-698	DUNF01	DUNF01 sp012838635
GCA_012838685	0.30	anaerobic digester	95.56	3.84	210	91.11261807	43.48464278	2186887	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	DUOU01	DUOU01 sp012838685
GCA_012838805	0.40	anaerobic digester	92.34	0	124	92.90764064	41.15237999	1693851	Firmicutes_A	Clostridia_A	Christensenellales	DTU072	DTU072	DTU072 sp012838805
GCA_012838915	0.30	anaerobic digester	98.36	1.91	124	88.09618121	43.39442235	2183753	Firmicutes_A	Mahellia_A	Caldicoprobacterales	DTU083	DTU083	DTU083 sp012838915
GCA_012839095	0.40	anaerobic digester	98.36	3.43	124	89.4861369	45.15888292	2737519	Firmicutes_A	Mahellia_A	Caldicoprobacterales	DTU083	DUOA01	DUOA01 sp012839095
GCA_012839395	0.30	anaerobic digester	90.21	2.8	143	89.55813191	37.91341473	1856459	Firmicutes_A	Clostridia	Tissierellales	Tepidimicrobiaceae	DUNJ01	DUNJ01 sp012839395
GCA_012839475	0.30	anaerobic digester	99.45	0.55	183	90.2449301	49.22530186	3386803	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Fermentimonas	Fermentimonas sp012839475
GCA_012839565	0.30	anaerobic digester	98.18	1.82	110	90.68131368	46.82617535	1969548	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	T78	T78 sp012839565
GCA_012839665	0.70	anaerobic digester	90.09	1.92	196	87.07269461	42.68233264	2222737	Firmicutes_B	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	UBA4844	UBA4844 sp012839665
GCA_012839805	0.30	anaerobic digester	92.16	1.96	102	88.99529853	63.57861494	2782747	Firmicutes_G	Limnochordia	Limnochordales	DUMU01	DUMU01	DUMU01 sp012839805
GCA_012840505	0.10	anaerobic digester	90.1	1.49	101	88.4416278	53.86893887	2419268	Firmicutes_E	DTU015	D8A-2	D2	DULV01	DULV01 sp012840505
GCA_012840965	0.80	anaerobic digester	84.33	1.45	155	92.17561977	50.33064568	3089561	Myxococcota	UBA9042	DTJE01	DTJE01	DUVQ01	DUVQ01 sp012840965
GCA_012840975	0.30	anaerobic digester	89.36	1.42	141	91.53299318	39.45299058	1444253	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	RUG099	RUG099 sp012840975
GCA_012841205	0.20	anaerobic digester	89.33	0	89	90.95669478	29.387148	883427	Firmicutes	Bacilli	RF39	UBA660	UBA5348	UBA5348 sp012841205
GCA_012842275	0.60	anaerobic digester	86.27	1.42	158	88.56400146	45.99096829	1541457	Firmicutes_B	Syntrophomonadia	Thermacetogeniales	Thermacetogeniaceae	DTU068	DTU068 sp012842275
GCA_012842575	0.20	anaerobic digester	85.64	1.98	101	86.26377091	55.04232726	2474056	Firmicutes_E	DTU015	DUSP01	DUSP01	DUSP01	DUSP01 sp012842575
GCA_012927455	1.00	freshwater enviroment	99.12	0.03	214	87.96423462	60.69664383	4470692	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	Polaromonas sp012927455
GCA_012927555	1.00	freshwater enviroment	98.18	1.15	183	89.74580526	66.62971221	4121289	Actinobacteriota	Actinomycetia	Actinomycetales	Dermatophilaceae	UBA4719	UBA4719 sp012927555
GCA_012931685	1.00	marine environment	99.67	0	303	93.07126814	33.44888133	3182516	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pseudobizionia	Pseudobizionia ponticola
GCA_012959395	0.20	marine environment	83.82	1.1	136	94.26113077	29.00942268	1485432	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MAG-121220-bin8	MAG-121220-bin8 sp012959395
GCA_012959465	1.00	marine environment	94.05	2.67	85	88.80876719	54.94099961	6769147	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	UWMA-0346	UWMA-0346 sp012959465
GCA_012959525	0.30	marine environment	97.85	2.15	93	92.89310194	63.93185523	4036135	Planctomycetota	UBA1135	UBA1135	GCA-002686595	GCA-2720975	GCA-2720975 sp012959525
GCA_012959595	0.90	marine environment	80.89	3.3	91	88.49617728	45.83004699	2013748	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	GCA-2718595	GCA-2718595 sp012959595
GCA_012959785	1.00	marine environment	98.86	0	88	91.89620079	64.3785034	3668082	Planctomycetota	UBA1135	UBA1135	GCA-002686595	DUCM01	DUCM01 sp012959785
GCA_012959995	0.90	marine environment	96.58	1.28	117	94.54867691	55.75079384	2030131	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	MedAcidi-G1	MedAcidi-G2B	MedAcidi-G2B sp012959995
GCA_012960105	0.90	marine environment	97.5	2.17	284	89.19006341	38.90864108	2541273	Proteobacteria	Gammaproteobacteria	UBA4486	UBA4486	JABFGI01	JABFGI01 sp012960105
GCA_012960115	1.00	marine environment	93.95	1.6	270	90.45069063	46.10757612	2432134	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	HTCC2207	HTCC2207 sp012960115
GCA_012960155	0.88	marine environment	94.22	1.23	230	91.59235901	48.13633941	2583852	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	UM-FILTER-47-13	UM-FILTER-47-13 sp012960155
GCA_012960225	1.00	marine environment	91.14	3.3	91	92.16545252	52.77581238	2620764	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	UBA6960	UBA1138	UBA1138 sp012960225
GCA_012960305	1.00	marine environment	92.22	0.68	270	86.86169223	44.40959333	3111763	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	UBA9145 sp012960305
GCA_012960315	1.00	marine environment	99.15	2.99	117	92.66867198	54.36984185	2822831	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	TK06	UBA2110	UBA2110 sp012960315
GCA_012960345	0.90	marine environment	91.77	3.76	164	90.99637453	53.36456684	3142212	Proteobacteria	Gammaproteobacteria	Arenicellales	UBA868	UBA11791	UBA11791 sp012960345
GCA_012960415	0.88	marine environment	98.38	0.76	308	91.07803833	59.90798595	3524819	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	Henriciella sp012960415
GCA_012960505	0.60	marine environment	98.95	1.7	147	93.16806217	43.56502289	4011468	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	EC70	EC70 sp012960505
GCA_012960535	1.00	marine environment	90.13	4.2	270	88.24998885	49.43387281	4236813	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA9926	UBA9926 sp012960535
GCA_012960925	1.00	marine environment	96.76	1.82	110	87.25141394	49.85433837	2370859	Nitrospirota	Nitrospiria	SBBL01	JAADHI01	DUAG01	DUAG01 sp012960925
GCA_012961035	0.90	marine environment	94.3	4.27	117	91.87278572	68.59867337	2374356	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	MedAcidi-G1	UBA9410	UBA9410 sp012961035
GCA_012962155	1.00	marine environment	95.73	0.83	246	94.21220342	42.70114455	1118785	Aquificota	Aquificae	Aquificales	QOAS01	QOAS01	QOAS01 sp012962155
GCA_012965425	1.00	marine environment	98.9	1.52	290	86.39035281	42.08828199	2321008	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	OPU3-GD-OMZ	OPU3-GD-OMZ sp012965425
GCA_012965455	1.00	marine environment	84.52	1.15	87	91.07171376	48.88080841	4026215	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	UBA721	UBA721 sp012965455
GCA_012974295	0.70	marine environment	89.77	0	101	86.33523157	49.85253982	1836438	Chloroflexota	Dehalococcoidia	SZUA-161	E44-bin15	JAAXQM01	JAAXQM01 sp012974295
GCA_012974435	1.00	marine environment	100	4.55	57	85.94059143	50.84515295	3991882	Desulfobacterota_F	Desulfuromonadia	Desulfuromonadales	BM103	M0040	M0040 sp012974435
GCA_013001595	1.00	marine environment	98.14	3.76	202	88.11007168	43.63180406	6207119	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	JABDMH01	JABDMH01 sp013001595
GCA_013001685	1.00	marine environment	92.36	3.29	290	89.16864876	38.77519504	2641988	Proteobacteria	Gammaproteobacteria	UBA4575	UBA4575	JABDMD01	JABDMD01 sp013001685
GCA_013001695	0.80	marine environment	96.94	2.04	147	89.60174074	67.27529712	5134369	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Roseibacillus_B	RoseibacilluB sp013001695
GCA_013001705	0.30	marine environment	92.1	2.17	186	94.39046466	49.50638858	2758749	Bacteroidota	Bacteroidia	Flavobacteriales	JABDKJ01	JABDLZ01	JABDLZ01 sp013001705
GCA_013001755	0.75	marine environment	91.17	1.49	293	91.03248516	62.05185036	2487813	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parasphingopyxis	Parasphingopyxis sp013001755
GCA_013001885	1.00	marine environment	96.38	4.73	276	93.76243419	57.97403945	3304398	Proteobacteria	Gammaproteobacteria	Xanthomonadales	SZUA-36	JABDPF01	JABDPF01 sp013001885
GCA_013001905	0.50	marine environment	84.52	4.9	284	94.14965295	59.08502065	2419224	Proteobacteria	Gammaproteobacteria	GCA-2729495	GCA-2729495	GCA-2729495	GCA-2729495 sp013001905
GCA_013002025	1.00	marine environment	97.56	0.61	164	91.88964496	52.96268198	2998685	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	Arenicella sp013002025
GCA_013002165	0.30	marine environment	96.17	3.6	183	91.56482076	51.66453437	3982405	Bacteroidota	Rhodothermia	Rhodothermales	UBA10348	JABDKO01	JABDKO01 sp013002165
GCA_013002375	0.90	marine environment	82.05	1.71	117	93.3886832	66.99257775	3417292	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	SHLQ01	JABDJW01	JABDJW01 sp013002375
GCA_013002535	0.90	marine environment	97.71	0.9	250	90.0946272	53.97225002	3436327	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Marinicaulis	Marinicaulis sp013002535
GCA_013002625	1.00	marine environment	86.57	1.98	202	93.22928867	39.01987156	3107960	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	RFSX01	RFSX01 sp013002625
GCA_013003245	0.88	marine environment	88	2.88	330	91.99139844	57.46452818	3428214	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	JABDJX01	JABDJX01 sp013003245
GCA_013003255	0.20	marine environment	84.56	2.68	183	93.73447023	62.4702461	3580623	Bacteroidota	Rhodothermia	Rhodothermales	UBA10348	JABDJZ01	JABDJZ01 sp013003255
GCA_013003295	0.20	marine environment	89.83	1.8	117	88.53333416	47.08592697	3851259	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	QQUY01	QQUY01 sp013003295
GCA_013003535	0.90	marine environment	95.73	2.99	117	92.94018478	61.08234315	3995572	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	SZUA-35	JABDIY01	JABDIY01 sp013003535
GCA_013003715	0.80	marine environment	97.1	1.94	155	87.3985814	50.5606025	5497389	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	JABDIN01	JABDIN01 sp013003715
GCA_013041745	1.00	marine environment	96.27	1.32	284	88.92568331	48.42144625	2968445	Proteobacteria	Gammaproteobacteria	SZUA-229	SZUA-229	GCA-2746365	GCA-2746365 sp013041745
GCA_013041975	1.00	marine environment	93.01	1.45	287	91.64590783	46.43853996	2932084	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	JABDQZ01	JABDQZ01 sp013041975
GCA_013042105	0.88	marine environment	85.41	3.26	330	91.69993691	58.06968032	3055784	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Boseongicola	Boseongicola sp013042105
GCA_013042165	0.80	marine environment	84.89	3.64	148	90.41362286	55.77236405	1851711	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Pontiellaceae	Pontiella	Pontiella sp013042165
GCA_013042925	1.00	marine environment	83.36	4.65	303	91.40975735	37.4318854	2909068	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Eudoraea	Eudoraea sp013042925
GCA_013043965	1.00	wastewater	96.67	1.43	210	90.55824012	56.53046991	2478987	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Gallionella	Gallionella sp013043965
GCA_013044085	1.00	wastewater	85.78	2.5	276	94.51551307	65.70237813	2564032	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	JABEVI01	JABEVI01 sp013044085
GCA_013044305	0.80	wastewater	84.22	2	210	90.30355964	46.58562543	2420414	Bacteroidota	Bacteroidia	AKYH767	Palsa-948	JABEUT01	JABEUT01 sp013044305
GCA_013044385	1.00	wastewater	99.15	1.28	117	86.18178127	55.04560486	2817353	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	JABEUN01	JABEUN01 sp013044385
GCA_013044405	0.90	wastewater	93.08	2.23	117	90.369786	61.54955568	2205600	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	RAAP-2	RAAP-2	RAAP-2 sp013044405
GCA_013112535	1.00	bioreactor	97.54	1.28	284	91.54743696	38.60059517	3050554	Proteobacteria	Gammaproteobacteria	UBA4486	UBA4486	JABFGI01	JABFGI01 sp013112535
GCA_013112545	1.00	bioreactor	100	0	186	92.10494326	34.00300018	3265803	Bacteroidota	Bacteroidia	Flavobacteriales	Vicingaceae	BCD18	BCD18 sp013112545
GCA_013112585	1.00	bioreactor	99.72	1.96	179	88.68426675	34.76736075	4942932	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IGN16	IGN16 sp013112585
GCA_013112635	0.30	bioreactor	99.94	4.4	91	91.82498201	36.53499554	5325921	Calditrichota	Calditrichia	Calditrichales	J004	JABFGF01	JABFGF01 sp013112635
GCA_013112715	1.00	bioreactor	98.48	0	110	91.88401092	51.16638499	5550143	Chloroflexota	Anaerolineae	SBR1031	J027	CFX10	CFX10 sp013112715
GCA_013112725	1.00	bioreactor	83.82	3.64	110	89.45029881	56.13083449	5511085	Chloroflexota	Anaerolineae	Promineofilales	Promineofilaceae	CAADGU01	CAADGU01 sp013112725
GCA_013112825	0.90	bioreactor	82.26	0.54	186	93.88178673	36.34453092	2529513	Bacteroidota	Bacteroidia	Flavobacteriales	Vicingaceae	BCD5	BCD5 sp013112825
GCA_013138965	0.20	marine environment	94.99	0	91	89.30098219	48.2047344	2916950	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	Aegiribacteria	Aegiribacteria sp013138965
GCA_013139625	0.20	marine environment	87.87	2.4	91	93.28722137	32.77253906	2614506	Delongbacteria	UBA4055	UBA4055	UBA4055	WTAK01	WTAK01 sp013139625
GCA_013140575	0.70	freshwater enviroment	94.89	2.27	88	85.05185558	63.37089726	5046419	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	JABFSN01	JABFSN01 sp013140575
GCA_013140605	0.90	freshwater enviroment	90.91	0.91	110	90.43726326	48.98420703	3932002	Chloroflexota	Anaerolineae	Anaerolineales	EnvOPS12	OLB14	OLB14 sp013140605
GCA_013140635	0.40	freshwater enviroment	93.41	2.75	91	93.25279389	66.39245472	3818336	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	GWC2-71-9	JABFSM01	JABFSM01 sp013140635
GCA_013140715	0.90	freshwater enviroment	96.76	3.18	110	86.55540385	55.4637998	3581610	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Palsa-1315	Palsa-1315 sp013140715
GCA_013140775	1.00	freshwater enviroment	94.25	4.27	117	93.00329084	63.36749623	4862586	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	Gp6-AA40	Gp6-AA40 sp013140775
GCA_013140805	0.40	freshwater enviroment	96.15	1.1	91	92.89383886	67.54337231	3801504	Eisenbacteria	RBG-16-71-46	RBG-16-71-46	RBG-16-71-46	JABFRW01	JABFRW01 sp013140805
GCA_013140985	0.30	freshwater enviroment	98.03	0.25	203	91.60657018	40.51765363	3858101	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	JJ008	JJ008 sp013140985
GCA_013140995	0.90	freshwater enviroment	94.77	2.33	230	90.73723947	62.49657955	4038213	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	SZUA-430	SZUA-430 sp013140995
GCA_013141015	0.88	freshwater enviroment	94.04	2.42	248	86.725104	59.83850942	3941658	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sp013141015
GCA_013141055	0.30	freshwater enviroment	98.36	0.55	183	92.20159644	42.05181204	4646451	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	ELB16-189	ELB16-189 sp013141055
GCA_013141065	0.90	freshwater enviroment	90.62	1.84	112	89.94360438	35.46019911	3582725	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax sp013141065
GCA_013141175	1.00	freshwater enviroment	99.95	1.45	290	89.03343345	64.81371532	4155120	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	SCMT01	SCMT01 sp013141175
GCA_013141385	0.30	freshwater enviroment	98.57	3.28	210	86.49491312	35.26035412	5547406	Bacteroidota	Bacteroidia	Bacteroidales	BBW3	UBA8529	UBA8529 sp013141385
GCA_013141415	0.80	freshwater enviroment	93.41	1.38	148	92.57024294	54.60476209	2218942	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Pontiellaceae	UBA5540	UBA5540 sp013141415
GCA_013150915	1.00	hydrothermal vent	98.17	1.52	164	89.26336521	47.80081642	2653513	Proteobacteria	Gammaproteobacteria	Arenicellales	BMS3Bbin11	BMS3Bbin11	BMS3Bbin11 sp013150915
GCA_013151025	0.90	hydrothermal vent	91.69	0.85	117	91.3292308	48.93197309	2635118	Acidobacteriota	Holophagae	UM-FILTER-49-7	UM-FILTER-49-7	UM-FILTER-49-7	UM-FILTER-49-7 sp013151025
GCA_013151185	0.60	hydrothermal vent	93.47	0	88	87.20906177	56.59822948	3712386	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	UBA1845	UBA1845 sp013151185
GCA_013151235	1.00	hydrothermal vent	97.36	1.72	116	89.12659284	54.97290297	2620954	CG2-30-53-67	CG2-30-53-67	CG2-30-53-67	CG2-30-53-67	JAADIO01	JAADIO01 sp013151235
GCA_013151245	0.30	hydrothermal vent	94.41	0.56	179	89.1221215	40.91663812	3575210	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	JAADIR01	JAADIR01 sp013151245
GCA_013151415	0.90	hydrothermal vent	98.18	1.09	110	89.67725738	58.2367478	4520785	Chloroflexota	Anaerolineae	Caldilineales	J102	JAADII01	JAADII01 sp013151415
GCA_013151435	0.75	hydrothermal vent	84.09	2.55	250	89.00531757	52.34557204	3066064	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Marinicaulis	Marinicaulis sp013151435
GCA_013151445	0.90	hydrothermal vent	98.29	2.14	117	91.66714117	60.38875578	3073411	Actinobacteriota	Acidimicrobiia	UBA5794	UBA5794	BMS3BBIN02	BMS3BBIN02 sp013151445
GCA_013151535	0.88	hydrothermal vent	87.21	2.73	329	90.3662987	57.60167741	2981938	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	UBA5972	UBA5972 sp013151535
GCA_013151555	0.60	hydrothermal vent	93.04	2.2	91	87.6566949	45.47653612	1812918	NPL-UPA2	NPL-UPA2	NPL-UPA2	JAADIA01	JAADIA01	JAADIA01 sp013151555
GCA_013151565	1.00	hydrothermal vent	87.99	3.35	179	88.74085364	35.63168253	3752860	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	SZUA-22	SZUA-22 sp013151565
GCA_013151645	1.00	hydrothermal vent	90.16	2.56	284	91.06259188	55.7258162	3963789	Proteobacteria	Gammaproteobacteria	Woeseiales	Woeseiaceae	JAADHU01	JAADHU01 sp013151645
GCA_013151695	0.90	hydrothermal vent	84.37	1.81	270	91.68809578	49.08231587	3962678	Proteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA4421	UBA4421 sp013151695
GCA_013151705	0.70	hydrothermal vent	81.89	0	148	84.65982618	51.37382034	2373904	Verrucomicrobiota	Lentisphaeria	Victivallales	JAADHT01	JAADHT01	JAADHT01 sp013151705
GCA_013151735	0.80	hydrothermal vent	95.54	0.06	91	89.12907712	47.95673226	3950189	KSB1	UBA2214	JdFR-76	BMS3Abin05	BMS3Abin05	BMS3Abin05 sp013151735
GCA_013151775	1.00	hydrothermal vent	92.2	3.55	155	92.21795855	68.26426165	6053463	Myxococcota	Polyangia	Polyangiales	SG8-38	JAADHO01	JAADHO01 sp013151775
GCA_013151915	1.00	hydrothermal vent	98.32	0.84	119	87.9155246	54.96851092	2279859	BMS3Abin14	BMS3Abin14	BMS3Abin14	BMS3Abin14	BMS3ABIN14	BMS3ABIN14 sp013151915
GCA_013152085	1.00	hydrothermal vent	98.81	0.95	210	90.94182987	43.57088755	3379071	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	JAADHC01	JAADHC01 sp013152085
GCA_013152165	0.10	hydrothermal vent	82.6	0	58	87.32676321	44.63062845	745800	Patescibacteria	Microgenomatia	JAADGY01	JAADGY01	JAADGY01	JAADGY01 sp013152165
GCA_013152205	1.00	hydrothermal vent	97.63	0	87	84.59251733	53.83523866	4604159	Planctomycetota	Planctomycetes	Pirellulales	Ga0077529	Bythopirellula	Bythopirellula sp013152205
GCA_013152225	0.50	hydrothermal vent	93.34	1.1	91	89.39048102	44.17572804	4891513	KSB1	UBA2214	UBA2214	JAADGR01	JAADGR01	JAADGR01 sp013152225
GCA_013152275	1.00	hydrothermal vent	99.57	4.7	117	90.30013694	63.80585211	3073497	Actinobacteriota	Acidimicrobiia	UBA5794	UBA4744	BMS3Bbin01	BMS3Bbin01 sp013152275
GCA_013152295	0.80	hydrothermal vent	88.16	0.65	284	90.60571627	53.50732708	2460624	Proteobacteria	Gammaproteobacteria	JAADGQ01	JAADGQ01	JAADGQ01	JAADGQ01 sp013152295
GCA_013152325	0.90	hydrothermal vent	93.45	2.73	110	90.28162447	59.33300651	2946974	Chloroflexota	Anaerolineae	Anaerolineales	EnvOPS12	NIOZ-UU36	NIOZ-UU36 sp013152325
GCA_013152375	0.20	hydrothermal vent	88.75	2.2	91	91.28310016	48.27977138	2598137	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	JABMOW01	JAADGM01	JAADGM01 sp013152375
GCA_013152415	1.00	hydrothermal vent	96.95	0.76	164	87.16667384	51.36996345	2741534	Proteobacteria	Gammaproteobacteria	Arenicellales	HyVt-429	HyVt-429	HyVt-429 sp013152415
