NCBI_RefSeq	Heme	checkm_completeness	checkm_contamination	checkm_marker_set_count	coding_density	gc_percentage	genome_size	Phylum	Class	Order	Family	Genus	Species
GCA_013140985	0.3	98.03	0.25	203	91.60657018	40.51765363	3858101	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	JJ008	JJ008 sp013140985
GCA_013141055	0.3	98.36	0.55	183	92.20159644	42.05181204	4646451	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	ELB16-189	ELB16-189 sp013141055
GCA_013141385	0.3	98.57	3.28	210	86.49491312	35.26035412	5547406	Bacteroidota	Bacteroidia	Bacteroidales	BBW3	UBA8529	UBA8529 sp013141385
GCA_013152085	1	98.81	0.95	210	90.94182987	43.57088755	3379071	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	JAADHC01	JAADHC01 sp013152085
GCA_013153865	0.9	91.49	0.54	186	93.15089968	35.86169314	2545181	Bacteroidota	Bacteroidia	Bacteroidales	JAADGE01	JAADGE01	JAADGE01 sp013153865
GCA_013214265	0.5	91.13	0.51	198	86.551043	41.14627727	5070646	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	DT-110	DT-110 sp013214265
GCA_013215515	1	87.66	1.94	185	90.04893152	37.5973481	3474652	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA4466	UBA4466 sp013215515
GCA_013288345	0.9	80.52	0	210	91.03176058	39.34985311	2994813	Bacteroidota	Bacteroidia	AKYH767	Palsa-948	JABEUT01	JABEUT01 sp013288345
GCA_013298025	1	100	0	330	86.70682411	40.00049984	5441747	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Flectobacillus	Flectobacillus sp013298025
GCA_013298215	1	97.9	0	336	91.19273514	48.94849318	3552113	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	JAAFKE01	JAAFKE01 sp013298215
GCA_013298365	0.3	87.7	1.93	183	86.38284748	36.81785376	5090330	Bacteroidota	Bacteroidia	J057	J057	JAAFHL01	JAAFHL01 sp013298365
GCA_013298665	0.5	97.78	0.99	203	90.13401748	47.53649191	4828997	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp013298665
GCA_013299045	1	100	0.55	183	85.62385485	41.99625386	4064984	Bacteroidota	Bacteroidia	Cytophagales	Bernardetiaceae	RDZD01	RDZD01 sp013299045
GCA_013314715	0.3	98.1	1.43	210	93.10964967	33.23315541	3000994	Bacteroidota	Bacteroidia	Bacteroidales	GWA2-32-17	Ch61	Ch61 sp013314715
GCA_013316675	0.3	80.94	1.89	265	90.06517902	50.92902645	2194111	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	UBA7173 sp013316675
GCA_013332095	0.2	100	0	75	82.43132817	29.0948594	1822181	Firmicutes	Bacilli	MAG-NZ	MAG-NZ	MAG-NZ	MAG-NZ sp013332095
GCA_013333255	0.3	100	0	93	92.46949533	36.91521613	1883154	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	JABCPE02	JABCPE02 sp013333255
GCA_013334325	0.2	99.06	2.49	106	93.26795566	38.56523454	1947046	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	UBA2212	UBA2212 sp013334325
GCA_013334745	1	94.58	3.19	120	92.8845952	65.057531	2563143	Actinobacteriota	Coriobacteriia	OPB41	JAAXUF01	JAAXWY01	JAAXWY01 sp013334745
GCA_013335845	0.5	90.52	0.54	124	89.94106809	53.00729092	1979912	Actinobacteriota	Coriobacteriia	Coriobacteriales	RUG844	JAAXUU01	JAAXUU01 sp013335845
GCA_013359235	0.3	96.9	0	210	94.13934608	31.62504677	2654226	Bacteroidota	Bacteroidia	NS11-12g	UBA9320	JABWCE01	JABWCE01 sp013359235
GCA_013359255	1	100	1.08	186	94.4080587	35.78505812	2923153	Bacteroidota	Bacteroidia	Flavobacteriales	Vicingaceae	BCD5	BCD5 sp013359255
GCA_013360405	1	100	1.01	198	90.40525112	50.15293835	6125017	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	JABWBR01	JABWBR01 sp013360405
GCA_013361075	0.9	83.31	2.88	198	89.69800193	48.46770603	5671725	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	JABWAJ01	JABWAJ01 sp013361075
GCA_013373335	0.9	86.69	4.12	266	92.72933671	40.69516122	3338650	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus sp013373335
GCA_013373385	1	98.34	1.11	298	92.8151584	31.95507983	2943266	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter_A	Polaribacter_A sp013373385
GCA_013373635	1	93.12	2.73	303	93.00838318	38.46895152	2526726	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MAG-120531	MAG-120531 sp013373635
GCA_013376995	0.3	97.04	2.15	186	88.76821743	42.00687885	5048050	Bacteroidota	Bacteroidia	Bacteroidales	Lentimicrobiaceae	Cfx3-02	Cfx3-02 sp013376995
GCA_013377115	1	96.4	3.05	186	91.14440984	32.32125027	4023978	Bacteroidota	Bacteroidia	Bacteroidales	CG2-30-32-10	Cfx2-01	Cfx2-01 sp013377115
GCA_013414665	0.4	93.99	0.55	183	90.03637043	43.63355257	4262804	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	ELB16-189	ELB16-189 sp013414665
GCA_013414745	0.2	92.82	0.25	203	84.74910258	42.15208828	4268916	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	OLB11	OLB11 sp013414745
GCA_013816615	1	98.24	2.06	210	91.09441095	34.6147973	4682857	Bacteroidota	Bacteroidia	AKYH767	B-17BO	UBA2475	UBA2475 sp013816615
GCA_013816805	1	99.51	1.07	203	88.88212077	39.16566755	3570663	Bacteroidota	Bacteroidia	Chitinophagales	UBA10324	MGR-bin340	MGR-bin340 sp013816805
GCA_013824715	1	96.24	2.15	186	89.71043635	41.0941606	4602615	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	UBA6024	UBA6024 sp013824715
GCA_013874835	0.7	98.09	1.64	183	87.36342988	33.83825115	1910740	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	WM01	WM01 sp013874835
GCA_013911645	1	98.68	0.08	303	90.33075203	41.64657722	3978872	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda sp013911645
GCA_014075215	0.9	96.92	1.23	298	85.63348445	34.00020102	4308101	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	SCGC-AAA160-P02	SCGC-AAA160-P02 sp014075215
GCA_014190475	0.3	93.84	1.51	203	95.41330804	42.00192699	1900084	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	JJ008	JJ008 sp014190475
GCA_014190535	0.3	97.11	1.31	203	93.67253667	41.45204511	2635037	Bacteroidota	Bacteroidia	Chitinophagales	UBA10324	BJGO01	BJGO01 sp014190535
GCA_014190575	0.3	97.29	2.22	203	91.29542423	36.71769808	3188909	Bacteroidota	Bacteroidia	Chitinophagales	UBA10324	UBA10324	UBA10324 sp014190575
GCA_014238055	0	96.49	2.26	133	87.35546244	27.25326713	845282	Firmicutes	Bacilli	Mycoplasmatales	JABABV01	JABABV01	JABABV01 sp014238055
GCA_014238225	0	87.27	0.45	89	92.05634433	32.92311053	679536	Firmicutes	Bacilli	Mycoplasmatales	GCF-1484045	JABAAY01	JABAAY01 sp014238225
GCA_014239275	0.2	95.59	0.07	136	95.62789199	29.01071974	1644630	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MAG-121220-bin8	MAG-121220-bin8 sp014239275
GCA_014239615	0.125	80.28	4.04	136	95.9066225	29.68372268	1217381	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MED-G11	MED-G11 sp014239615
GCA_014239655	0.2	87.37	1.88	186	95.81167743	30.47786061	1464381	Bacteroidota	Bacteroidia	Flavobacteriales	BACL11	GCA-002715885	GCA-002715885 sp014239655
GCA_014239665	0.125	84.53	3.68	136	95.61804536	29.83110774	1272172	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	MED-G11	MED-G11 sp014239665
GCA_014323825	1	93.53	2.38	336	86.58630635	40.14779669	3008284	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna	Ekhidna sp014323825
GCA_014377455	1	94.16	3.86	283	89.21983567	31.04235453	3285859	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp014377455
GCA_014379925	1	90.76	1.36	330	85.01443112	57.92482567	5434435	Bacteroidota	Bacteroidia	Cytophagales	172606-1	ES-bin-26	ES-bin-26 sp014379925
GCA_014382125	0.2	86.67	1.61	186	91.96863602	44.5519754	2736260	Bacteroidota	Bacteroidia	Bacteroidales	FEN-979	QYOJ01	QYOJ01 sp014382125
GCA_014640295	1	99.19	0.02	186	88.41061363	48.89883418	5229276	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_D	PaenibacilluD abyssi
GCA_014647335	0.3	99.46	0.54	186	90.46499622	42.90722499	4794125	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas faecihominis
GCA_900313615	0.3	81.3	0.14	270	90.62701857	48.6981328	2766505	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900313615
GCA_900313705	0.2	80.57	2.29	269	88.81763599	52.74343993	2826084	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372	UBA4372 sp900313705
GCA_900314335	0.2	90.67	0	269	84.66477483	54.99100696	2738786	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA6398	UBA6398 sp900314335
GCA_900314465	0.2	90.73	0	89	92.08900964	24.95194344	1147606	Firmicutes	Bacilli	RF39	UBA660	UBA6985	UBA6985 sp900314465
GCA_900314585	0.2	98.88	1.17	89	93.52436204	36.87397821	1038029	Firmicutes	Bacilli	RFN20	CAG-826	UBA3207	UBA3207 sp900314585
GCA_900314655	0.4	98.52	0.31	270	90.2552548	50.02689121	3495566	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900314655
GCA_900314865	0.2	98.31	3.37	89	93.00952467	34.81868542	1365086	Firmicutes	Bacilli	RFN20	CAG-826	UBA2450	UBA2450 sp900314865
GCA_900314915	0.3	98.06	1.48	270	88.79483239	48.12573124	2398322	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900314915
GCA_900314925	0.2	97.85	0.54	186	90.44207583	56.87192355	2415943	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA1711	UBA1711 sp900314925
GCA_900315745	0.3	96.9	3.36	270	90.58022258	47.66777512	4592996	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900315745
GCA_900315885	0.2	96.63	2.25	89	90.62346377	31.08967025	1324263	Firmicutes	Bacilli	RFN20	CAG-826	RUG131	RUG131 sp900315885
GCA_900315935	0.3	96.56	1.08	186	90.65466149	57.63562495	2294010	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA1711	UBA1711 sp900315935
GCA_900316045	0.1	96.43	0.95	210	91.0584322	48.86724681	2748981	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp900316045
GCA_900316125	0.3	95.97	0.54	186	93.13628841	44.86305195	2068327	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RUG163	RUG163 sp900316125
GCA_900316305	0.2	95.59	3.23	186	91.07654416	49.88951858	3275704	Bacteroidota	Bacteroidia	Bacteroidales	WCHB1-69	F23-D06	F23-D06 sp900316305
GCA_900316315	0.2	95.71	0.74	269	82.77473471	52.00462226	2452566	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA6382	UBA6382 sp900316315
GCA_900316355	0.3	95.26	0.93	269	90.70539369	53.9022105	3158208	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372	UBA4372 sp900316355
GCA_900316445	0.3	95.2	1.88	270	90.75292843	49.96431947	4041420	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900316445
GCA_900316975	0.3	94.35	0	269	89.30570222	47.6205366	3076677	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4334	UBA4334 sp900316975
GCA_900317055	0.3	94.35	0.54	186	91.86866075	47.91804529	3525557	Bacteroidota	Bacteroidia	Bacteroidales	F082	F082	F082 sp900317055
GCA_900317165	0.2	93.82	0	89	90.57435319	46.90416415	1657064	Firmicutes	Bacilli	RFN20	CAG-826	UBA733	UBA733 sp900317165
GCA_900317285	0.3	93.55	1.08	186	91.99151906	54.43062013	2069581	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA1711	UBA1711 sp900317285
GCA_900317295	0.2	93.63	5.06	89	91.66103794	53.17380296	1598940	Firmicutes	Bacilli	RFN20	CAG-826	UBA733	UBA733 sp900317295
GCA_900317745	0.3	92.74	0.54	186	91.52448476	50.34334785	2599311	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp900317745
GCA_900318205	0.3	92.18	2.33	265	88.91058604	51.13725947	3621571	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	Sodaliphilus sp900318205
GCA_900318555	0.4	91.36	1.23	270	92.29428419	49.84629671	3258646	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900318555
GCA_900318565	0.3	91.59	0.71	210	94.32312652	56.92653704	2309176	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp900318565
GCA_900318955	0.3	90.71	0.66	210	94.02751057	48.70106674	2401913	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp900318955
GCA_900319005	0.2	90.45	0.13	186	91.8238772	47.36588093	2183908	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp900319005
GCA_900319035	0.2	90.46	2.02	186	91.81964595	48.05210015	2484868	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp900319035
GCA_900319375	0.2	89.81	0.49	210	94.97285778	53.55928267	1911782	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp900319375
GCA_900319675	0.1	89.15	0.88	106	93.00847009	46.02015179	1652285	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	RUG521	RUG521 sp900319675
GCA_900319975	0.1	88.73	1.06	210	94.04449501	62.24622271	2192291	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp900319975
GCA_900319995	0.2	88.58	2.02	186	90.94750285	46.4285153	2609037	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	RF16	RF16 sp900319995
GCA_900320505	0.2	87.67	2.41	89	90.7314825	26.99012299	1195531	Firmicutes	Bacilli	RF39	UBA660	UBA2730	UBA2730 sp900320505
GCA_900320795	0.3	87.13	4.94	210	93.74384147	55.62951983	2816217	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp900320795
GCA_900320845	0.3	87.07	1.3	270	88.06605065	49.75257781	1971820	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900320845
GCA_900321955	0.1	83.39	2.38	105	92.66067888	47.10312054	1671735	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	UBA636	UBA636 sp900321955
GCA_900498215	0.5	95.61	0.27	186	87.20215495	35.0233731	3156633	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	UPXZ01	UPXZ01 sp900498215
GCA_900537185	1	100	1.79	336	91.95434016	38.78983228	5305581	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Alg240-R148	Alg240-R148 sp900537185
GCA_900538465	0.3	100	0	106	90.96841451	30.5118506	2501687	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Longibaculum	Longibaculum sp900538465
GCA_900538555	0.4	99.62	0	265	89.31660053	48.76250128	3270064	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella sp900538555
GCA_900539265	0.2	98.67	0.11	75	90.1027611	27.62877765	1762340	Firmicutes	Bacilli	ML615J-28	CAG-313	CAG-313	CAG-313 sp900539265
GCA_900539595	0.2	97.75	0	89	90.99746493	45.79452889	1720271	Firmicutes	Bacilli	RFN20	CAG-826	UBA733	UBA733 sp900539595
GCA_900539915	0.3	99.43	0.44	265	89.70076165	52.51029804	2162791	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Amulumruptor	Amulumruptor sp900539915
GCA_900540175	0.2	97.33	0.11	75	90.71167254	40.07334315	1606694	Firmicutes	Bacilli	Acholeplasmatales	Anaeroplasmataceae	UMGS268	UMGS268 sp900540175
GCA_900540345	0.3	97.58	0.19	124	90.75522857	51.00582598	1647104	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CAG-1427	CAG-1427 sp900540345
GCA_900540885	0.3	95.97	0	269	84.92357984	44.91914861	2680968	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	Prevotellamassilia sp900540885
GCA_900541205	0.2	100	0.81	124	87.32032715	59.87047639	2180143	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900541205
GCA_900541285	0.2	95.88	0	124	87.28029853	60.378732	1969889	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900541285
GCA_900541965	0.5	98.58	0.71	260	90.26191494	41.41360968	4561061	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp900541965
GCA_900542265	0.3	99.19	0.92	124	89.07177228	45.6534576	1842522	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CAG-1427	CAG-1427 sp900542265
GCA_900542325	0.2	98.39	0.81	124	87.58081062	60.06411053	2156276	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900542325
GCA_900542595	0.2	93.82	0	89	92.23889754	40.98312222	1150803	Firmicutes	Bacilli	RFN20	CAG-826	UBA4951	UBA4951 sp900542595
GCA_900542905	0.2	97.58	0.81	124	87.03570932	59.96070494	2207911	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900542905
GCA_900543035	0.7	98.11	0.94	106	90.22622879	54.0948375	2304658	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	Merdibacter sp900543035
GCA_900543205	0.2	93.37	0.02	210	92.24741551	56.9044895	2002429	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp900543205
GCA_900543975	0.2	92.27	0	270	85.23598536	50.00728367	2725275	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900543975
GCA_900544065	0.2	92.16	0	124	87.5628092	60.16075329	2090657	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900544065
GCA_900544175	0.2	97.86	1.19	210	92.70838779	51.25553415	2486830	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	CAG-831	CAG-831 sp900544175
GCA_900544195	0.3	95.08	0.63	210	88.57483588	51.90086047	2924807	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp900544195
GCA_900544225	0.2	95.97	0.81	124	87.40582099	59.86077404	1987704	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900544225
GCA_900544455	0.3	93.64	0.4	124	87.00638113	53.29405449	1829144	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CAG-1427	CAG-1427 sp900544455
GCA_900544495	0.3	91.63	0	270	87.60173573	48.30096473	2802973	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900544495
GCA_900544585	0	97.31	1.15	130	91.49119458	28.30740681	542109	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmoidaceae	Ureaplasma	Ureaplasma sp900544585
GCA_900544605	0.2	91.57	0	89	91.24619921	26.65299562	1046494	Firmicutes	Bacilli	RF39	UBA660	UBA3631	UBA3631 sp900544605
GCA_900544645	0.2	95.97	0.92	124	87.66006572	60.31033543	1944670	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900544645
GCA_900544675	0.3	97.28	1.17	267	89.55913871	47.27493367	3530226	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900544675
GCA_900545005	0.2	91.01	0	89	89.89340039	29.21470831	1225239	Firmicutes	Bacilli	RF39	UBA660	CAG-605	CAG-605 sp900545005
GCA_900545165	0.2	96.12	1.08	124	87.46466053	60.06742441	1928085	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900545165
GCA_900545215	0.3	98.91	1.61	186	89.33711781	43.47519917	2176963	Bacteroidota	Bacteroidia	Bacteroidales	P3	UBA3388	UBA3388 sp900545215
GCA_900546005	0.4	97.32	1.6	208	90.69225458	51.23233237	2246269	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	AlistipeA sp900546005
GCA_900546055	0.2	92.13	0.56	89	91.28751703	30.57361387	1335027	Firmicutes	Bacilli	RF39	UBA660	CAG-822	CAG-822 sp900546055
GCA_900546065	0.3	96.63	1.46	208	88.63781751	56.87758071	2557440	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900546065
GCA_900546095	0.3	92.01	0.56	267	91.03321697	48.647453	3356778	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900546095
GCA_900546285	0.2	97.14	1.67	105	92.74710369	32.52122846	1910878	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	UBA636	UBA636 sp900546285
GCA_900546345	0.3	92.23	0.68	296	88.85243344	51.14873974	3051518	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900546345
GCA_900546355	0.3	92.53	0.75	267	89.07447787	46.92088256	3145122	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900546355
GCA_900546395	0.1	92.14	0.71	210	91.77389005	43.37003406	2590775	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp900546395
GCA_900546445	0.2	88.65	0	210	93.86468378	48.73499763	1644740	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp900546445
GCA_900546455	0.2	96.77	1.61	124	86.63954951	59.88136753	2129771	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900546455
GCA_900546575	0.3	93.83	1.11	270	87.92023805	48.65972911	2845768	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900546575
GCA_900546715	0.2	93.66	1.12	89	90.23626003	27.27510497	1544654	Firmicutes	Bacilli	RF39	UBA660	CAG-460	CAG-460 sp900546715
GCA_900546745	0.2	93.82	1.12	89	90.40711742	26.83900475	1310138	Firmicutes	Bacilli	RF39	UBA660	UBA5026	UBA5026 sp900546745
GCA_900546925	0.2	90	0.48	210	91.54312199	47.37688064	2047505	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp900546925
GCA_900547045	0.1	87.44	0	75	92.26553122	32.94996363	1327874	Firmicutes	Bacilli	Acholeplasmatales	Anaeroplasmataceae	CAG-307	CAG-307 sp900547045
GCA_900547225	0.2	92.7	1.12	89	91.4535957	27.74376687	1113205	Firmicutes	Bacilli	RF39	UBA660	CAG-594	CAG-594 sp900547225
GCA_900547555	0.3	96.04	1.93	265	90.32637754	46.17320975	2536878	Bacteroidota	Bacteroidia	Bacteroidales	UBA11471	UBA11471	UBA11471 sp900547555
GCA_900547755	0.2	90.1	0.81	265	91.04834343	53.13420071	1976070	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	CAG-485 sp900547755
GCA_900547995	0.2	91.01	1.12	89	90.66598291	25.69489199	1526856	Firmicutes	Bacilli	RF39	UBA660	UMGS1045	UMGS1045 sp900547995
GCA_900548155	0.3	94.47	1.92	208	89.95396444	54.26903166	2047982	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900548155
GCA_900548585	0.3	84.07	0	270	88.65877732	52.57720443	1969576	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900548585
GCA_900548875	0.3	95.32	2.33	265	90.37497979	46.67195236	3271723	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-279	CAG-279 sp900548875
GCA_900548935	0.1	94.42	2.22	124	87.65371048	59.94171122	1957495	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900548935
GCA_900549285	0.2	93.82	2.25	89	90.72065836	27.15890921	1188899	Firmicutes	Bacilli	RF39	UBA660	CAG-776	CAG-776 sp900549285
GCA_900549305	0.3	85.82	0.64	208	92.23057361	58.09428945	2924463	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900549305
GCA_900549455	0.2	91.62	1.88	124	87.2360555	59.71395404	1908924	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900549455
GCA_900549975	0	91.76	2.25	89	91.6363854	29.99955566	1620364	Firmicutes	Bacilli	RFN20	CAG-826	RUG131	RUG131 sp900549975
GCA_900550145	0.2	93.33	2.67	75	90.68280563	26.14028457	1314913	Firmicutes	Bacilli	RF39	UBA660	CAG-1193	CAG-1193 sp900550145
GCA_900550385	0.4	91.94	2.53	124	86.87620639	65.65911744	2097168	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	UMGS1293	UMGS1293 sp900550385
GCA_900550465	0.3	95.95	3.33	210	92.7979772	55.28257568	2505435	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	CAG-831	CAG-831 sp900550465
GCA_900550795	0.1	78.29	0	89	92.7700719	35.75951681	1135281	Firmicutes	Bacilli	RFN20	CAG-826	UBA733	UBA733 sp900550795
GCA_900551285	0.6	91.42	2.96	106	88.88356669	34.21707276	3442606	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella sp900551285
GCA_900551315	0.2	93.82	3.37	89	88.66551284	27.35483286	1190817	Firmicutes	Bacilli	RF39	UBA660	CAG-762	CAG-762 sp900551315
GCA_900551455	0.2	82.02	1.12	89	90.40435101	28.04706424	1060168	Firmicutes	Bacilli	RF39	UBA660	RUG705	RUG705 sp900551455
GCA_900551515	0.2	88.84	2.5	265	90.38652048	55.78554063	2038055	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Paramuribaculum sp900551515
GCA_900551595	0.1	88.24	2.42	124	90.94796806	49.49040758	1609031	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	UMGS1418	UMGS1418 sp900551595
